순위	선수명	팀명	AVG	G	PA	AB	R	H	2B	3B	HR	TB	RBI	SAC	SF
4	페게로	LG	0.286	52	214	199	24	57	10	0	9	94	44	0	1
5	이형종	LG	0.286	120	482	419	56	120	24	1	13	185	63	1	10
6	박용택	LG	0.282	64	215	195	19	55	9	0	1	67	22	0	2
7	조셉	LG	0.274	55	217	197	17	54	3	0	9	84	36	0	2
8	유강남	LG	0.270	132	468	418	44	113	22	0	16	183	49	1	6
9	김민성	LG	0.260	107	401	361	44	94	16	0	8	134	50	5	1
10	오지환	LG	0.252	134	547	473	63	119	23	5	9	179	53	7	3
11	홍창기	LG	0.250	23	26	24	3	6	2	0	0	8	0	0	0
12	전민수	LG	0.240	75	106	96	8	23	7	0	0	30	8	1	0
13	서상우	LG	0.238	13	24	21	2	5	1	0	0	6	1	0	0
14	신민재	LG	0.235	81	94	81	25	19	3	0	0	22	5	1	1
15	정주현	LG	0.231	129	425	376	53	87	19	2	2	116	27	16	1
16	김용의	LG	0.218	114	210	179	35	39	5	3	0	50	17	4	1
17	김재성	LG	0.200	3	7	5	0	1	0	0	0	1	1	0	0
18	류형우	LG	0.182	10	12	11	2	2	0	0	0	2	1	0	0
19	구본혁	LG	0.176	57	95	85	10	15	1	0	1	19	6	1	1
20	백승현	LG	0.167	14	30	30	1	5	1	0	0	6	0	0	0
21	이성우	LG	0.156	55	74	64	2	10	3	0	0	13	6	3	0
22	양종민	LG	0.136	18	49	44	1	6	2	0	0	8	5	2	1
23	김재율	LG	0.111	4	9	9	0	1	0	0	0	1	0	0	0
24	윤진호	LG	0.102	106	62	59	6	6	2	0	1	11	5	2	0
25	박지규	LG	0.091	10	18	11	2	1	0	0	0	1	1	1	0
26	정상호	LG	0.083	22	24	24	1	2	1	0	0	3	2	0	0
27	고우석	LG	-	1	0	0	0	0	0	0	0	0	0	0	0
27	문광은	LG	-	2	0	0	0	0	0	0	0	0	0	0	0
27	양원혁	LG	-	1	0	0	1	0	0	0	0	0	0	0	0
27	여건욱	LG	-	3	0	0	0	0	0	0	0	0	0	0	0
1	최승민	NC	0.444	24	10	9	5	4	1	0	0	5	1	0	0
2	나성범	NC	0.366	23	106	93	19	34	12	1	4	60	14	0	0
3	양의지	NC	0.354	118	459	390	61	138	26	0	20	224	68	0	6
4	박민우	NC	0.344	125	526	468	89	161	23	8	1	203	45	2	6
5	모창민	NC	0.305	101	386	341	49	104	21	2	10	159	55	0	11
6	이명기	NC	0.293	139	547	484	62	142	17	3	2	171	36	7	4
7	이상호	NC	0.278	102	256	234	30	65	7	0	0	72	12	8	3
8	김찬형	NC	0.277	76	154	141	16	39	4	2	1	50	12	2	1
9	김태진	NC	0.275	123	399	374	44	103	14	5	5	142	46	5	3
10	박석민	NC	0.267	112	444	360	49	96	17	1	19	172	74	4	3
10	손시헌	NC	0.267	68	149	135	17	36	4	1	2	48	10	4	0
12	노진혁	NC	0.264	110	390	348	51	92	23	2	13	158	43	6	3
13	이원재	NC	0.258	94	285	256	31	66	11	0	8	101	36	5	3
14	권희동	NC	0.256	116	413	348	37	89	17	0	6	124	41	5	3
15	김준완	NC	0.250	8	19	16	0	4	0	0	0	4	1	0	1
15	윤수강	NC	0.250	2	4	4	0	1	0	0	0	1	0	0	0
15	이인혁	NC	0.250	6	9	8	1	2	0	0	1	5	1	0	0
18	강진성	NC	0.247	41	104	97	11	24	4	1	2	36	14	0	0
19	베탄코트	NC	0.246	53	224	203	23	50	8	0	8	82	29	0	2
20	김성욱	NC	0.230	116	333	287	38	66	16	1	9	111	36	9	5
21	스몰린스키	NC	0.229	55	228	205	32	47	14	1	9	90	42	0	2
22	지석훈	NC	0.228	76	169	149	15	34	9	0	2	49	15	2	2
23	정범모	NC	0.225	25	45	40	4	9	1	0	2	16	4	2	0
24	김형준	NC	0.224	55	119	107	13	24	5	0	2	35	9	4	0
25	김태군	NC	0.182	18	28	22	0	4	0	0	0	4	1	0	0
26	김진형	NC	0.150	11	23	20	2	3	1	0	0	4	2	1	2
27	오영수	NC	0.125	3	8	8	0	1	0	0	0	1	0	0	0
28	박헌욱	NC	0.111	6	9	9	0	1	1	0	0	2	1	0	0
29	강윤구	NC	-	1	0	0	0	0	0	0	0	0	0	0	0
29	김건태	NC	-	1	0	0	0	0	0	0	0	0	0	0	0
1	임재현	SK	0.667	6	3	3	1	2	0	0	0	2	0	0	0
2	고종욱	SK	0.323	137	513	492	76	159	25	7	3	207	56	0	2
3	최정	SK	0.292	141	606	503	86	147	27	0	29	261	99	0	8
4	김재현	SK	0.286	83	49	42	29	12	2	1	0	16	2	3	0
5	정의윤	SK	0.282	110	419	380	44	107	24	0	13	170	59	0	2
6	로맥	SK	0.276	137	589	504	86	139	28	1	29	256	95	0	6
7	김강민	SK	0.270	127	460	422	54	114	14	2	8	156	50	0	3
8	이재원	SK	0.268	139	502	451	33	121	19	0	12	176	75	1	7
9	한동민	SK	0.265	125	502	427	52	113	20	0	12	169	52	0	0
10	김성민	SK	0.250	2	4	4	0	1	0	0	0	1	0	0	0
10	노수광	SK	0.250	117	445	388	69	97	16	1	2	121	28	9	0
12	김성현	SK	0.246	144	472	426	45	105	16	2	1	128	34	8	3
13	안상현	SK	0.235	65	108	102	14	24	3	0	0	27	5	1	1
14	최항	SK	0.228	52	147	127	12	29	5	0	0	34	14	1	1
15	남태혁	SK	0.227	12	24	22	1	5	0	0	0	5	1	0	0
15	최승준	SK	0.227	10	24	22	2	5	0	0	0	5	0	0	0
17	배영섭	SK	0.225	30	80	71	5	16	1	0	0	17	7	0	1
18	나주환	SK	0.222	94	245	225	14	50	9	0	3	68	20	4	1
19	최준우	SK	0.212	15	36	33	3	7	2	0	0	9	0	0	0
20	박정권	SK	0.188	18	37	32	5	6	1	0	1	10	5	0	0
20	정진기	SK	0.188	13	17	16	1	3	0	0	0	3	2	0	0
22	김창평	SK	0.178	18	53	45	4	8	2	0	0	10	3	3	0
23	강승호	SK	0.154	15	42	39	5	6	0	0	2	12	5	1	0
24	허도환	SK	0.127	56	93	79	3	10	3	0	1	16	6	4	2
25	정현	SK	0.079	27	45	38	3	3	0	0	0	3	2	0	1
26	최경모	SK	0.063	17	16	16	2	1	1	0	0	2	1	0	0
27	김태훈	SK	-	1	0	0	0	0	0	0	0	0	0	0	0
27	신재웅	SK	-	1	0	0	0	0	0	0	0	0	0	0	0
27	오준혁	SK	0.000	2	1	1	1	0	0	0	0	0	0	0	0
27	이승진	SK	-	1	0	0	0	0	0	0	0	0	0	0	0
