순위	선수명	팀명	AVG	G	PA	AB	R	H	2B	3B	HR	TB	RBI	SAC	SF
8	마차도	롯데	0.279	134	539	466	83	130	21	1	5	168	58	4	7
9	정보근	롯데	0.278	11	20	18	0	5	0	0	0	5	0	0	0
10	한동희	롯데	0.267	129	496	424	54	113	24	0	17	188	69	1	4
11	신용수	롯데	0.261	71	136	119	23	31	5	2	1	43	6	2	1
12	추재현	롯데	0.252	95	300	262	37	66	15	0	5	96	26	5	0
13	김주현	롯데	0.250	8	17	16	1	4	0	0	0	4	0	0	0
14	김민수	롯데	0.241	82	224	199	19	48	11	1	3	70	25	3	1
15	지시완	롯데	0.241	73	187	166	23	40	9	0	7	70	26	2	0
16	이병규	롯데	0.235	29	43	34	4	8	0	0	0	8	4	0	0
17	안중열	롯데	0.232	58	157	125	19	29	5	0	3	43	16	3	1
18	이호연	롯데	0.222	7	11	9	0	2	0	0	0	2	1	0	1
18	장두성	롯데	0.222	43	41	36	12	8	2	1	0	12	4	0	0
20	배성근	롯데	0.204	78	109	93	21	19	4	0	1	26	9	2	0
21	나승엽	롯데	0.204	60	128	113	16	23	2	0	2	31	10	0	1
22	민병헌	롯데	0.190	14	49	42	5	8	3	0	0	11	2	1	0
23	강로한	롯데	0.121	21	35	33	7	4	0	0	2	10	4	0	0
24	최민재	롯데	0.080	21	27	25	2	2	1	0	0	3	2	0	0
25	강태율	롯데	0.077	19	31	26	1	2	1	0	1	6	5	0	1
26	강윤구	롯데	-	1	0	0	0	0	0	0	0	0	0	0	0
26	김원중	롯데	-	3	0	0	0	0	0	0	0	0	0	0	0
26	김유영	롯데	-	2	0	0	0	0	0	0	0	0	0	0	0
26	나균안	롯데	-	1	0	0	0	0	0	0	0	0	0	0	0
26	나원탁	롯데	0.000	1	1	1	0	0	0	0	0	0	0	0	0
1	김성표	삼성	0.333	39	24	18	10	6	0	0	0	6	1	1	0
2	구자욱	삼성	0.306	139	610	543	107	166	30	10	22	282	88	1	12
3	박해민	삼성	0.291	127	542	454	78	132	22	1	5	171	54	9	7
4	강민호	삼성	0.291	123	462	406	55	118	22	0	18	194	67	0	7
5	피렐라	삼성	0.286	140	621	553	102	158	25	2	29	274	97	0	3
6	오재일	삼성	0.285	120	484	418	64	119	20	0	25	214	97	0	8
7	김헌곤	삼성	0.281	118	364	317	38	89	8	2	4	113	27	3	5
8	최영진	삼성	0.281	44	63	57	9	16	1	2	1	24	6	0	0
9	김지찬	삼성	0.274	120	336	296	50	81	6	0	1	90	26	10	3
10	김민수	삼성	0.263	47	87	76	9	20	5	0	3	34	13	2	2
11	강한울	삼성	0.260	124	258	223	25	58	5	0	0	63	27	3	3
12	김현준	삼성	0.250	13	4	4	2	1	0	0	0	1	0	0	0
13	김동엽	삼성	0.238	69	203	185	20	44	9	0	4	65	24	0	4
14	김상수	삼성	0.235	132	496	429	46	101	17	1	3	129	42	8	4
15	송준석	삼성	0.235	19	55	51	5	12	2	0	2	20	4	0	0
16	이원석	삼성	0.231	131	480	399	40	92	19	0	9	138	59	2	8
17	김호재	삼성	0.227	87	90	75	9	17	2	0	0	19	7	3	1
18	오선진	삼성	0.214	23	46	42	5	9	0	0	0	9	2	0	0
19	이학주	삼성	0.206	66	174	155	17	32	8	0	4	52	20	4	0
20	박승규	삼성	0.182	59	78	66	13	12	1	0	3	22	5	1	0
21	김성윤	삼성	0.167	30	19	18	7	3	0	0	0	3	2	0	1
22	김도환	삼성	0.146	25	46	41	1	6	2	0	0	8	1	1	0
23	권정웅	삼성	0.000	2	1	1	0	0	0	0	0	0	0	0	0
23	김윤수	삼성	-	2	0	0	0	0	0	0	0	0	0	0	0
23	김응민	삼성	0.000	1	2	2	0	0	0	0	0	0	0	0	0
23	노성호	삼성	-	2	0	0	0	0	0	0	0	0	0	0	0
23	문용익	삼성	-	1	0	0	0	0	0	0	0	0	0	0	0
23	백승민	삼성	0.000	4	3	3	0	0	0	0	0	0	0	0	0
23	안주형	삼성	-	1	0	0	0	0	0	0	0	0	0	0	0
23	오승환	삼성	-	2	0	0	0	0	0	0	0	0	0	0	0
1	이정후	키움	0.360	123	544	464	78	167	42	6	7	242	84	0	9
2	김혜성	키움	0.304	144	635	559	99	170	20	3	3	205	66	0	10
3	이용규	키움	0.296	133	547	459	88	136	16	8	1	171	43	6	6
4	송우현	키움	0.296	69	282	250	34	74	17	2	3	104	42	1	1
5	김은성	키움	0.278	6	18	18	1	5	3	0	0	8	2	0	0
6	이지영	키움	0.275	108	258	233	29	64	5	1	0	71	31	2	3
7	프레이타스	키움	0.259	43	148	139	13	36	10	0	2	52	14	0	1
8	박동원	키움	0.249	131	481	413	61	103	21	0	22	190	83	5	3
9	송성문	키움	0.249	66	274	245	30	61	10	1	6	91	33	2	1
10	크레익	키움	0.248	61	247	222	25	55	12	0	6	85	30	0	1
11	김웅빈	키움	0.241	97	279	232	24	56	13	1	6	89	35	2	2
12	변상권	키움	0.239	72	171	159	19	38	5	4	0	51	20	0	3
13	박병호	키움	0.227	118	477	409	48	93	23	0	20	176	76	0	7
14	김수환	키움	0.220	13	44	41	5	9	2	0	2	17	5	0	1
15	김재현	키움	0.217	39	51	46	2	10	7	0	0	17	8	2	0
16	김병휘	키움	0.200	13	11	10	5	2	0	0	0	2	0	0	0
17	박준태	키움	0.196	27	58	46	10	9	3	0	0	12	4	0	0
18	전병우	키움	0.187	115	261	214	35	40	8	0	6	66	31	4	1
19	김주형	키움	0.180	36	70	50	5	9	3	0	0	12	5	3	0
20	신준우	키움	0.167	56	51	42	7	7	3	0	0	10	4	1	1
20	이명기	키움	0.167	3	8	6	0	1	0	0	0	1	1	0	0
22	예진원	키움	0.158	52	132	114	16	18	6	1	1	29	8	3	1
23	허정협	키움	0.156	29	52	45	5	7	0	0	0	7	2	0	0
24	문찬종	키움	0.143	13	17	14	0	2	0	0	0	2	1	0	0
25	김휘집	키움	0.129	34	89	70	9	9	1	0	1	13	8	3	1
26	임지열	키움	0.120	19	30	25	5	3	0	0	0	3	0	0	0
27	박주홍	키움	0.106	23	56	47	4	5	2	0	0	7	3	0	0
28	이주형	키움	0.100	5	11	10	1	1	0	0	1	4	3	0	0
29	김동욱	키움	-	1	0	0	0	0	0	0	0	0	0	0	0
29	김성민	키움	-	5	0	0	0	0	0	0	0	0	0	0	0
1	김태연	한화	0.301	53	220	176	29	53	12	0	3	74	34	0	5
2	정은원	한화	0.283	139	608	495	85	140	22	5	6	190	39	4	3
3	최재훈	한화	0.275	116	467	375	52	103	21	0	7	145	44	5	3
4	하주석	한화	0.272	138	594	525	84	143	27	3	10	206	68	5	3
5	노시환	한화	0.271	107	458	380	56	103	18	1	18	177	84	0	4
6	페레즈	한화	0.268	59	252	224	26	60	15	1	5	92	33	0	7
7	이성곤	한화	0.264	62	208	174	17	46	12	2	1	65	24	1	1
8	힐리	한화	0.257	67	268	249	27	64	11	1	7	98	37	0	1
9	장규현	한화	0.250	7	12	12	0	3	1	0	0	4	1	0	0
10	장운호	한화	0.235	103	338	285	36	67	10	0	0	77	28	7	3
11	노수광	한화	0.231	52	180	160	21	37	7	0	3	53	14	2	0
12	정진호	한화	0.228	47	167	145	9	33	9	0	0	42	15	4	2
13	이성열	한화	0.210	46	140	119	15	25	8	0	2	39	20	0	2
14	김민하	한화	0.209	46	142	115	14	24	4	1	1	33	17	0	2
15	최인호	한화	0.206	49	164	136	17	28	6	0	4	46	23	0	2
16	조한민	한화	0.197	52	145	127	15	25	6	2	5	50	18	1	2
17	박정현	한화	0.196	33	120	107	10	21	4	0	0	25	9	3	1
18	허관회	한화	0.190	28	79	63	4	12	0	0	0	12	2	0	2
19	이동훈	한화	0.189	33	62	53	8	10	1	0	0	11	2	4	0
20	장지승	한화	0.180	24	72	61	7	11	1	0	1	15	5	2	1
21	이원석	한화	0.175	43	130	114	12	20	1	1	1	26	9	4	2
22	이도윤	한화	0.175	56	68	63	5	11	0	0	0	11	2	1	0
23	이해창	한화	0.167	20	60	54	4	9	3	0	0	12	4	3	1
24	임종찬	한화	0.153	42	146	131	9	20	5	0	1	28	8	2	0
25	유장혁	한화	0.143	34	112	98	11	14	5	0	1	22	7	2	2
26	백용환	한화	0.140	39	102	86	10	12	1	0	4	25	4	2	0
27	정민규	한화	0.125	6	17	16	1	2	1	0	0	3	0	0	0
28	노태형	한화	0.116	18	49	43	6	5	1	0	0	6	1	0	0
29	강상원	한화	0.108	35	49	37	7	4	0	0	0	4	2	2	0
30	김지수	한화	0.083	11	25	24	0	2	1	0	0	3	0	0	
1	최정민	KIA	0.333	39	19	15	5	5	0	0	0	5	1	0	0
2	김선빈	KIA	0.307	130	564	501	55	154	32	0	5	201	67	1	5
3	최원준	KIA	0.295	143	668	589	82	174	21	6	4	219	44	4	3
4	류지혁	KIA	0.278	92	327	273	37	76	8	0	2	90	34	2	3
5	김태진	KIA	0.276	99	414	381	43	105	12	5	1	130	36	6	4
6	김석환	KIA	0.263	5	20	19	1	5	0	0	1	8	3	0	0
7	이정훈	KIA	0.248	41	151	129	14	32	6	0	2	44	14	0	0
8	박찬호	KIA	0.246	131	483	418	51	103	15	5	1	131	59	8	3
9	황대인	KIA	0.238	86	308	282	30	67	10	1	13	118	45	1	5
10	터커	KIA	0.237	127	539	468	42	111	24	1	9	164	59	0	2
11	오정환	KIA	0.235	9	18	17	1	4	1	0	0	5	2	0	0
12	유민상	KIA	0.233	24	74	60	7	14	2	0	1	19	6	0	0
13	최형우	KIA	0.233	104	446	373	52	87	15	1	12	140	55	0	2
14	권혁경	KIA	0.222	5	18	18	1	4	0	0	0	4	0	0	0
15	김민식	KIA	0.220	100	301	250	30	55	8	0	3	72	26	3	3
16	한승택	KIA	0.217	82	239	203	17	44	7	0	3	60	16	5	0
17	이창진	KIA	0.209	105	293	249	35	52	8	1	3	71	33	4	3
18	김호령	KIA	0.208	62	154	130	16	27	2	0	4	41	15	2	0
19	이우성	KIA	0.200	65	100	85	12	17	5	0	0	22	4	1	1
19	이진영	KIA	0.200	17	47	40	8	8	2	1	2	18	5	0	0
21	최정용	KIA	0.192	53	65	52	7	10	1	0	0	11	2	3	1
22	박정우	KIA	0.188	32	61	48	3	9	1	0	0	10	4	1	0
23	황윤호	KIA	0.176	6	19	17	2	3	0	0	0	3	0	0	0
24	박민	KIA	0.171	18	38	35	3	6	1	0	0	7	3	0	0
25	나주환	KIA	0.161	19	32	31	0	5	0	0	0	5	3	0	1
26	나지완	KIA	0.160	31	102	81	3	13	1	0	0	14	7	0	1
27	강경학	KIA	0.152	25	39	33	3	5	0	0	0	5	1	0	0
28	김규성	KIA	0.139	54	41	36	8	5	1	0	0	6	2	0	0
29	오선우	KIA	0.067	9	16	15	1	1	0	0	0	1	0	0	0
30	장현식	KIA	-	1	0	0	0	0	0	0	0	0	0	0	0
1	강백호	KT	0.347	142	627	516	76	179	40	1	16	269	102	0	8
2	박승욱	KT	0.333	8	6	6	5	2	1	0	0	3	0	0	0
3	김민혁	KT	0.320	75	199	172	22	55	6	2	1	68	13	5	0
4	유한준	KT	0.309	104	337	282	30	87	16	0	5	118	42	0	4
5	황재균	KT	0.291	117	507	453	74	132	16	2	10	182	56	1	4
6	김병희	KT	0.288	34	70	52	16	15	3	0	5	33	13	2	0
7	천성호	KT	0.286	41	47	42	13	12	1	0	0	13	4	0	0
8	허도환	KT	0.276	62	125	105	8	29	6	0	2	41	21	10	0
9	알몬테	KT	0.271	60	250	225	18	61	9	0	7	91	36	0	2
10	심우준	KT	0.268	139	460	407	61	109	20	2	6	151	48	10	6
11	배정대	KT	0.259	144	595	510	85	132	23	1	12	193	68	3	5
12	권동진	KT	0.254	86	86	67	21	17	5	0	1	25	6	1	0
13	강민국	KT	0.244	18	50	45	2	11	2	0	0	13	4	2	0
14	오윤석	KT	0.244	97	198	164	23	40	11	0	4	63	16	5	0
15	호잉	KT	0.239	68	294	259	32	62	11	1	11	108	52	0	5
16	조용호	KT	0.236	138	515	428	71	101	14	1	0	117	48	5	5
17	신본기	KT	0.236	96	206	174	25	41	8	0	1	52	19	5	1
18	장성우	KT	0.231	127	460	385	46	89	13	0	14	144	63	9	3
19	김태훈	KT	0.230	44	91	87	6	20	4	1	1	29	6	1	0
20	송민섭	KT	0.229	122	65	48	39	11	0	0	0	11	7	5	0
21	문상철	KT	0.219	53	106	96	14	21	6	0	2	33	16	0	0
22	김건형	KT	0.212	11	39	33	4	7	1	0	0	8	0	0	0
23	김준태	KT	0.195	58	149	128	17	25	5	0	4	42	15	0	2
24	박경수	KT	0.192	118	280	239	24	46	10	0	9	83	33	4	0
25	홍현빈	KT	0.182	43	12	11	8	2	0	0	0	2	0	1	0
26	이홍구	KT	0.164	37	58	55	4	9	0	0	1	12	5	0	1
27	고명성	KT	0.000	7	1	1	1	0	0	0	0	0	0	0	0
27	고영표	KT	-	1	1	0	0	0	0	0	0	0	0	0	0
27	김민수	KT	-	6	0	0	0	0	0	0	0	0	0	0	0
27	김재윤	KT	-	8	0	0	0	0	0	0	0	0	0	0	0
1	홍창기	LG	0.328	144	651	524	103	172	26	2	4	214	52	0	2
2	이상호	LG	0.308	45	68	65	5	20	2	0	0	22	12	2	0
3	한석현	LG	0.286	16	26	21	5	6	2	1	0	10	1	0	1
4	김현수	LG	0.285	140	595	506	70	144	23	1	17	220	96	0	9
5	채은성	LG	0.276	110	448	387	59	107	20	0	16	175	82	0	7
6	오지환	LG	0.254	134	532	464	62	118	19	2	8	165	57	4	5
7	서건창	LG	0.253	144	600	513	78	130	24	2	6	176	52	5	4
8	유강남	LG	0.252	130	441	397	39	100	16	0	11	149	60	3	2
9	이재원	LG	0.247	62	171	154	22	38	6	0	5	59	17	0	1
10	라모스	LG	0.243	51	205	185	14	45	7	1	8	78	25	0	0
10	이영빈	LG	0.243	72	169	148	21	36	9	0	2	51	16	2	1
12	정주현	LG	0.238	73	214	181	26	43	7	1	3	61	10	9	0
13	문보경	LG	0.230	107	329	278	37	64	11	1	8	101	39	3	2
14	문성주	LG	0.228	31	89	79	11	18	1	0	1	22	10	0	1
15	김민성	LG	0.222	121	426	360	35	80	22	0	8	126	39	11	5
16	이형종	LG	0.218	90	281	239	32	52	11	0	10	93	34	1	0
17	이성우	LG	0.212	36	39	33	0	7	0	0	0	7	2	5	0
18	이천웅	LG	0.199	68	211	181	20	36	7	0	2	49	16	1	1
19	보어	LG	0.170	32	117	100	7	17	2	0	3	28	17	0	3
20	김주성	LG	0.167	3	7	6	1	1	0	0	1	4	1	0	0
21	김용의	LG	0.148	102	41	27	19	4	2	0	0	6	2	4	1
22	안익훈	LG	0.143	48	16	14	4	2	1	0	0	3	1	0	0
23	김재성	LG	0.138	58	73	65	6	9	2	1	1	16	3	1	1
24	구본혁	LG	0.132	123	45	38	10	5	2	0	0	7	3	1	2
25	신민재	LG	0.130	32	27	23	8	3	0	0	0	3	2	0	0
26	이주형	LG	0.125	14	19	16	3	2	0	0	0	2	0	1	0
27	손호영	LG	0.100	8	12	10	2	1	0	0	0	1	0	0	0
28	고우석	LG	-	5	0	0	0	0	0	0	0	0	0	0	0
28	김지용	LG	-	1	0	0	0	0	0	0	0	0	0	0	0
28	김진수	LG	-	1	0	0	0	0	0	0	0	0	0	0	0
1	양의지	NC	0.325	141	570	480	81	156	29	2	30	279	111	0	10
2	윤형준	NC	0.297	51	81	74	10	22	0	0	5	37	10	3	1
3	이명기	NC	0.293	56	232	191	30	56	12	0	2	74	14	3	0
4	노진혁	NC	0.288	107	384	330	41	95	22	0	8	141	58	4	3
5	최정원	NC	0.283	72	238	212	40	60	4	2	0	68	8	4	0
6	나성범	NC	0.281	144	623	570	96	160	29	1	33	290	101	0	4
7	알테어	NC	0.272	143	565	492	83	134	19	2	32	253	84	0	5
8	권희동	NC	0.263	55	171	133	25	35	3	0	8	62	26	1	3
9	박민우	NC	0.261	50	215	180	30	47	5	3	1	61	18	4	2
10	박석민	NC	0.257	59	205	171	27	44	8	0	10	82	41	3	2
11	전민수	NC	0.255	71	109	98	12	25	3	0	3	37	16	0	0
12	최보성	NC	0.250	10	14	12	0	3	0	0	0	3	1	1	0
13	강진성	NC	0.249	124	462	406	49	101	20	0	7	142	38	4	2
14	김주원	NC	0.241	69	189	166	20	40	7	1	5	64	16	2	2
15	이원재	NC	0.231	31	69	65	3	15	2	0	0	17	7	1	1
16	최승민	NC	0.226	48	34	31	8	7	1	0	0	8	1	2	0
17	정진기	NC	0.223	88	206	193	27	43	8	0	6	69	21	2	0
18	정현	NC	0.222	68	149	117	14	26	5	1	0	33	7	8	0
19	김태군	NC	0.220	102	276	232	23	51	7	0	7	79	24	9	3
20	박대온	NC	0.212	42	95	85	4	18	1	0	0	19	5	4	2
21	정범모	NC	0.211	19	23	19	2	4	1	0	1	8	5	1	0
22	박준영	NC	0.209	111	315	273	37	57	7	2	8	92	31	3	2
23	김기환	NC	0.207	62	149	140	19	29	7	2	3	49	13	1	0
24	이재율	NC	0.200	23	17	15	5	3	2	0	0	5	1	0	0
25	도태훈	NC	0.182	77	76	66	10	12	1	0	1	16	9	0	0
26	김준완	NC	0.167	13	14	12	3	2	0	1	0	4	1	0	0
27	지석훈	NC	0.147	28	43	34	6	5	1	0	0	6	2	0	1
28	김건태	NC	-	1	0	0	0	0	0	0	0	0	0	0	0
28	김민수	NC	0.000	7	7	7	0	0	0	0	0	0	0	0	0
28	김영규	NC	-	1	0	0	0	0	0	0	0	0	0	0	0
1	박성한	SSG	0.302	135	471	407	53	123	21	1	4	158	44	12	2
2	남태혁	SSG	0.300	12	22	20	2	6	1	0	1	10	4	0	0
3	김성현	SSG	0.283	110	274	237	27	67	15	0	6	100	37	4	4
4	이재원	SSG	0.280	107	313	271	29	76	13	0	3	98	30	6	2
5	한유섬	SSG	0.278	135	519	442	71	123	18	1	31	236	95	1	6
6	최정	SSG	0.278	134	555	436	92	121	17	1	35	245	100	1	12
7	최항	SSG	0.275	34	79	69	5	19	2	1	0	23	7	1	1
8	오태곤	SSG	0.268	122	253	235	47	63	10	0	9	100	35	1	1
9	고종욱	SSG	0.267	88	199	180	25	48	5	0	2	59	18	1	2
10	이현석	SSG	0.266	39	89	79	7	21	5	0	4	38	19	3	2
11	추신수	SSG	0.265	137	580	461	84	122	19	2	21	208	69	0	4
12	최지훈	SSG	0.262	136	534	461	75	121	19	6	5	167	45	8	6
13	안상현	SSG	0.256	37	40	39	9	10	2	0	1	15	4	0	0
14	최주환	SSG	0.256	116	470	406	50	104	16	0	18	174	67	0	2
15	이정범	SSG	0.254	19	66	59	8	15	4	0	3	28	9	0	0
16	김강민	SSG	0.238	122	260	223	43	53	11	1	8	90	27	3	3
17	이흥련	SSG	0.236	90	146	127	15	30	3	0	3	42	14	2	0
18	정의윤	SSG	0.230	62	178	165	21	38	2	0	7	61	24	0	2
19	김찬형	SSG	0.227	88	161	132	20	30	7	0	2	43	7	9	0
20	로맥	SSG	0.225	107	421	355	55	80	11	0	20	151	52	0	3
21	오준혁	SSG	0.217	26	50	46	7	10	2	0	2	18	5	0	0
22	김창평	SSG	0.080	40	28	25	6	2	0	0	0	2	1	2	0
23	고명준	SSG	0.000	3	5	5	0	0	0	0	0	0	0	0	0
23	김규남	SSG	0.000	4	7	7	0	0	0	0	0	0	0	0	0
23	김상수	SSG	-	3	0	0	0	0	0	0	0	0	0	0	0
23	김태훈	SSG	-	1	0	0	0	0	0	0	0	0	0	0	0
23	김택형	SSG	-	3	0	0	0	0	0	0	0	0	0	0	0
23	박민호	SSG	-	1	0	0	0	0	0	0	0	0	0	0	0
23	서동민	SSG	-	1	0	0	0	0	0	0	0	0	0	0	0
23	서진용	SSG	0.000	5	1	1	0	0	0	0	0	0	0	0	
