순위	선수명	팀명	AVG	G	PA	AB	R	H	2B	3B	HR	TB	RBI	SAC	SF
1	김웅빈	넥센	0.429	10	15	14	4	6	0	0	1	9	4	0	1
2	윤석민	넥센	0.334	92	402	341	72	114	15	0	19	186	80	0	6
3	고종욱	넥센	0.334	133	566	527	92	176	22	9	8	240	72	1	5
4	서건창	넥센	0.325	140	646	560	111	182	30	7	7	247	63	3	4
5	박정음	넥센	0.309	98	263	223	45	69	5	3	4	92	26	5	2
6	이택근	넥센	0.309	127	460	398	64	123	19	1	8	168	65	0	6
7	김민성	넥센	0.306	141	579	510	76	156	39	5	17	256	90	1	12
8	대니돈	넥센	0.295	129	497	417	65	123	33	1	16	206	70	1	4
9	채태인	넥센	0.286	124	417	370	29	106	14	3	7	147	72	0	9
10	김지수	넥센	0.286	81	106	91	16	26	5	0	3	40	9	4	1
11	김하성	넥센	0.281	144	599	526	92	148	29	7	20	251	84	2	5
12	유재신	넥센	0.258	93	74	62	20	16	0	0	0	16	6	2	0
13	임병욱	넥센	0.249	104	265	233	43	58	11	1	8	95	24	6	0
14	박동원	넥센	0.248	127	454	411	44	102	25	1	14	171	70	6	3
15	지재옥	넥센	0.231	7	17	13	2	3	0	0	1	6	1	0	0
16	홍성갑	넥센	0.226	44	68	62	4	14	0	1	0	16	7	0	0
17	주효상	넥센	0.222	12	19	18	3	4	1	0	0	5	3	0	0
18	장시윤	넥센	0.200	9	14	10	3	2	0	0	0	2	0	0	0
19	강지광	넥센	0.197	40	80	66	10	13	2	0	1	18	7	1	1
20	장영석	넥센	0.192	23	33	26	6	5	2	0	0	7	3	0	0
21	김재현	넥센	0.181	56	82	72	8	13	2	0	0	15	8	2	0
22	허정협	넥센	0.176	13	20	17	0	3	0	0	0	3	1	0	0
23	박윤	넥센	0.091	7	12	11	0	1	0	0	0	1	0	0	0
24	김민준	넥센	0.083	20	13	12	4	1	0	0	0	1	0	0	0
25	김세현	넥센	-	2	0	0	0	0	0	0	0	0	0	0	0
25	김택형	넥센	-	1	1	0	0	0	0	0	0	0	0	0	0
25	마정길	넥센	-	1	0	0	0	0	0	0	0	0	0	0	0
25	오주원	넥센	-	1	0	0	0	0	0	0	0	0	0	0	0
25	이정훈	넥센	-	1	0	0	0	0	0	0	0	0	0	0	0
1	정진호	두산	0.375	31	32	24	9	9	0	1	0	11	3	0	0
2	박건우	두산	0.335	132	540	484	95	162	36	4	20	266	83	4	5
3	김재환	두산	0.325	134	568	492	107	160	32	3	37	309	124	0	5
4	민병헌	두산	0.325	134	579	511	98	166	31	4	16	253	87	1	4
5	양의지	두산	0.319	108	392	332	66	106	17	0	22	189	66	1	7
6	오재일	두산	0.316	105	455	380	69	120	20	2	27	225	92	2	7
6	이원석	두산	0.316	7	22	19	3	6	3	0	2	15	7	0	1
8	김재호	두산	0.310	137	496	416	69	129	27	3	7	183	78	5	13
9	에반스	두산	0.308	118	481	400	69	123	31	0	24	226	81	0	7
10	류지혁	두산	0.288	90	134	118	34	34	5	0	3	48	9	2	1
11	허경민	두산	0.286	144	609	538	96	154	24	4	7	207	81	6	2
12	최주환	두산	0.281	85	182	160	21	45	11	0	2	62	22	2	4
13	국해성	두산	0.278	58	174	151	28	42	11	0	4	65	24	0	1
14	조수행	두산	0.276	66	29	29	16	8	0	0	0	8	3	0	0
15	오재원	두산	0.272	122	484	416	68	113	18	1	5	148	58	3	6
16	고영민	두산	0.250	8	5	4	1	1	1	0	0	2	1	0	0
16	홍성흔	두산	0.250	17	45	40	4	10	2	0	0	12	5	0	0
18	정수빈	두산	0.242	114	305	269	49	65	7	2	2	82	20	4	1
19	최용제	두산	0.222	4	11	9	0	2	0	0	0	2	1	1	0
20	박세혁	두산	0.209	87	210	172	26	36	5	1	5	58	23	11	3
21	이우성	두산	0.200	2	5	5	0	1	0	0	0	1	0	0	0
22	김인태	두산	0.167	14	19	18	0	3	1	0	0	4	3	0	0
22	최재훈	두산	0.167	22	22	18	1	3	1	0	0	4	4	0	1
24	서예일	두산	0.105	31	21	19	3	2	0	0	0	2	0	0	0
25	강동연	두산	-	3	0	0	0	0	0	0	0	0	0	0	0
25	고봉재	두산	-	1	0	0	0	0	0	0	0	0	0	0	0
25	김성배	두산	-	1	0	0	0	0	0	0	0	0	0	0	0
25	이현승	두산	-	2	0	0	0	0	0	0	0	0	0	0	0
25	이현호	두산	-	4	0	0	0	0	0	0	0	0	0	0	0
25	정진철	두산	0.000	2	1	1	0	0	0	0	0	0	0	0	0
1	황재균	롯데	0.335	127	559	498	97	167	26	5	27	284	113	0	8
2	김문호	롯데	0.325	140	599	526	77	171	28	3	7	226	70	3	2
3	손아섭	롯데	0.323	144	672	575	118	186	33	1	16	269	81	0	2
4	강민호	롯데	0.323	116	460	381	65	123	26	0	20	209	72	0	3
5	김사훈	롯데	0.321	19	36	28	5	9	1	0	0	10	4	5	0
6	신본기	롯데	0.309	25	104	81	13	25	4	0	1	32	10	2	0
7	아두치	롯데	0.291	64	272	247	46	72	18	3	7	117	41	1	5
8	김상호	롯데	0.290	114	415	366	39	106	20	0	7	147	56	2	5
9	맥스웰	롯데	0.288	23	99	80	14	23	3	1	4	40	16	0	1
10	박종윤	롯데	0.282	73	211	195	24	55	5	1	1	65	17	3	1
11	김준태	롯데	0.275	68	144	120	12	33	3	1	2	44	16	1	1
12	문규현	롯데	0.272	120	368	316	38	86	10	0	4	108	40	19	2
13	정훈	롯데	0.262	121	439	370	48	97	18	2	2	125	46	8	2
14	최준석	롯데	0.262	116	396	325	49	85	10	0	19	152	70	0	4
15	박헌도	롯데	0.261	37	82	69	9	18	7	0	3	34	11	0	0
16	오승택	롯데	0.260	42	135	123	17	32	6	0	3	47	7	0	0
17	전준우	롯데	0.253	25	113	99	16	25	7	0	2	38	10	1	0
18	김동한	롯데	0.252	78	116	107	9	27	6	0	0	33	14	3	0
19	이여상	롯데	0.250	61	83	72	10	18	3	1	0	23	7	3	1
20	손용석	롯데	0.244	51	99	90	8	22	5	0	0	27	9	2	2
21	나경민	롯데	0.232	35	66	56	13	13	2	0	0	15	3	1	1
22	김주현	롯데	0.207	21	33	29	4	6	4	0	0	10	1	1	0
23	김민하	롯데	0.200	46	49	45	8	9	1	0	1	13	1	2	0
23	오현근	롯데	0.200	19	17	15	4	3	0	0	0	3	2	0	0
25	이우민	롯데	0.193	52	98	83	19	16	5	0	1	24	8	4	0
26	안중열	롯데	0.179	19	29	28	2	5	1	0	0	6	3	0	0
27	김재유	롯데	0.148	21	30	27	8	4	0	0	0	4	1	1	0
28	김대륙	롯데	0.143	58	59	49	5	7	1	2	0	12	5	1	1
29	강동관	롯데	0.000	2	2	2	0	0	0	0	0	0	0	0	0
29	김대우	롯데	0.000	2	2	1	0	0	0	0	0	0	0	0	0
1	권정웅	삼성	1.000	3	1	1	1	1	0	0	0	1	0	0	0
2	최형우	삼성	0.376	138	618	519	99	195	46	2	31	338	144	0	7
3	구자욱	삼성	0.343	108	495	428	105	147	19	13	14	234	77	2	5
4	최재원	삼성	0.333	28	105	81	20	27	3	0	4	42	16	2	2
4	황선도	삼성	0.333	1	4	3	0	1	0	0	0	1	0	0	0
6	이승엽	삼성	0.303	142	623	542	91	164	32	2	27	281	118	0	8
7	박한이	삼성	0.301	110	401	349	57	105	21	0	14	168	69	6	4
8	박해민	삼성	0.300	141	641	564	109	169	26	12	4	231	61	22	3
9	이지영	삼성	0.297	129	419	390	36	116	12	0	7	149	50	8	2
10	백상원	삼성	0.288	132	517	445	60	128	19	3	3	162	49	10	7
11	조동찬	삼성	0.275	90	282	247	32	68	11	1	10	111	36	3	3
12	김상수	삼성	0.271	105	401	358	56	97	13	0	3	119	38	8	4
13	배영섭	삼성	0.266	93	381	323	53	86	17	0	4	115	22	1	1
14	발디리스	삼성	0.266	44	190	154	24	41	6	0	8	71	33	0	3
15	이흥련	삼성	0.260	85	174	150	20	39	11	0	6	68	25	9	2
16	이성규	삼성	0.250	6	6	4	2	1	0	0	0	1	0	2	0
17	김정혁	삼성	0.236	46	118	106	13	25	1	1	2	34	11	1	1
18	우동균	삼성	0.221	33	82	68	14	15	1	0	2	22	10	1	1
19	김재현	삼성	0.218	122	215	188	25	41	7	0	0	48	14	11	1
20	김태완	삼성	0.196	34	52	46	4	9	2	0	1	14	9	0	1
21	나성용	삼성	0.167	6	13	12	1	2	0	0	0	2	0	0	0
22	이영욱	삼성	0.163	104	52	49	16	8	1	0	1	12	4	0	0
23	성의준	삼성	0.150	24	23	20	2	3	0	0	1	6	2	0	0
24	최선호	삼성	0.115	60	27	26	11	3	1	0	0	4	3	0	0
25	이상훈	삼성	0.083	8	14	12	0	1	0	0	0	1	0	2	0
26	박계범	삼성	-	5	0	0	1	0	0	0	0	0	0	0	0
26	심창민	삼성	-	1	0	0	0	0	0	0	0	0	0	0	0
26	안지만	삼성	-	1	0	0	0	0	0	0	0	0	0	0	0
26	이정식	삼성	0.000	7	9	8	0	0	0	0	0	0	1	0	0
26	임대한	삼성	-	1	0	0	0	0	0	0	0	0	0	0	0
1	박준혁	한화	0.375	6	9	8	3	3	2	0	0	5	3	0	0
2	김태균	한화	0.365	144	652	529	94	193	39	0	23	301	136	0	6
3	이용규	한화	0.352	113	530	452	98	159	20	4	3	196	41	7	1
4	김태완	한화	0.350	24	24	20	3	7	1	1	0	10	0	0	0
5	최진행	한화	0.329	28	85	70	4	23	2	0	1	28	9	2	0
6	송광민	한화	0.325	116	494	449	80	146	27	2	17	228	83	7	6
7	로사리오	한화	0.321	127	532	492	78	158	31	2	33	292	120	1	2
8	정근우	한화	0.310	138	650	575	121	178	31	2	18	267	88	1	5
9	이양기	한화	0.288	17	58	52	5	15	2	0	1	20	9	1	1
10	이성열	한화	0.288	86	219	198	29	57	7	3	10	100	29	2	0
11	하주석	한화	0.279	115	441	405	58	113	21	1	10	166	57	8	1
12	신성현	한화	0.278	89	184	158	30	44	8	0	8	76	24	6	0
13	이종환	한화	0.276	31	33	29	3	8	1	0	0	9	4	0	1
14	양성우	한화	0.271	108	446	384	52	104	12	4	4	136	53	8	6
15	김경언	한화	0.264	66	217	182	23	48	6	1	5	71	25	2	3
16	권용관	한화	0.250	40	49	44	7	11	2	1	0	15	3	1	0
16	김원석	한화	0.250	11	9	8	2	2	0	0	0	2	0	0	0
16	주현상	한화	0.250	15	8	8	0	2	0	0	0	2	0	0	0
19	장운호	한화	0.237	51	85	76	7	18	2	1	0	22	11	3	0
20	장민석	한화	0.229	98	227	205	38	47	7	3	1	63	16	6	0
21	차일목	한화	0.228	117	329	276	30	63	8	0	3	80	38	13	6
