순위	선수명	팀명	ERA	G	W	L	SV	HLD	WPCT	IP	H	HR	BB	HBP	SO	R	ER	WHIP
4	레일리	롯데	4.34	31	8	10	0	0	0.444	184 2/3	207	21	51	17	147	105	89	1.40
5	홍성민	롯데	4.46	52	1	1	2	5	0.500	42 1/3	45	5	16	1	30	24	21	1.44
6	정대현	롯데	5.19	24	1	0	0	8	1.000	17 1/3	24	3	13	0	7	10	10	2.13
7	린드블럼	롯데	5.28	30	10	13	0	0	0.435	177 1/3	197	28	77	9	148	109	104	1.55
8	강영식	롯데	5.40	24	0	2	0	5	0.000	11 2/3	13	2	9	0	11	8	7	1.89
8	박시영	롯데	5.40	42	2	3	0	1	0.400	61 2/3	64	6	29	2	57	38	37	1.51
10	박세웅	롯데	5.76	27	7	12	0	0	0.368	139	160	17	62	6	133	97	89	1.60
11	박진형	롯데	5.81	39	6	2	0	3	0.750	93	101	9	54	13	78	65	60	1.67
12	윤길현	롯데	6.00	62	7	7	2	16	0.500	60	75	8	22	2	50	42	40	1.62
13	박한길	롯데	6.06	9	0	0	0	0	-	16 1/3	24	1	7	1	10	15	11	1.90
14	김유영	롯데	6.55	46	0	1	1	3	0.000	34 1/3	37	3	30	0	31	32	25	1.95
15	노경은	롯데	6.85	22	3	12	0	0	0.200	94 2/3	128	13	48	5	52	79	72	1.86
16	이성민	롯데	7.08	36	6	5	0	1	0.545	68 2/3	89	11	42	4	47	59	54	1.91
17	김성재	롯데	7.36	6	0	0	0	0	-	3 2/3	5	2	2	0	3	3	3	1.91
18	송승준	롯데	8.71	10	1	2	0	0	0.333	41 1/3	62	6	21	2	35	43	40	2.01
19	이명우	롯데	9.27	45	2	3	0	6	0.400	33	41	5	18	1	25	37	34	1.79
20	김원중	롯데	9.39	3	0	1	0	0	0.000	7 2/3	7	2	8	0	5	8	8	1.96
21	강승현	롯데	9.72	6	0	0	0	0	-	8 1/3	14	2	5	0	7	9	9	2.28
22	이경우	롯데	13.50	1	0	0	0	0	-	2	3	1	0	0	1	3	3	1.50
23	차재용	롯데	20.25	2	0	0	0	0	-	2 2/3	3	1	4	0	0	6	6	2.63
1	김승현	삼성	0.00	2	0	0	0	0	-	2	1	0	0	0	1	0	0	0.50
2	심창민	삼성	2.97	62	2	6	25	4	0.250	72 2/3	59	6	26	4	76	29	24	1.17
3	신용운	삼성	3.38	13	0	0	0	2	-	8	12	0	4	3	7	7	3	2.00
4	김현우	삼성	3.48	17	1	0	0	0	1.000	20 2/3	26	3	4	2	19	9	8	1.45
5	김건한	삼성	3.72	3	1	0	0	0	1.000	9 2/3	9	1	3	1	7	5	4	1.24
6	권오준	삼성	3.88	41	1	3	0	7	0.250	46 1/3	48	9	11	3	35	20	20	1.27
7	박민규	삼성	4.26	6	0	0	0	0	-	6 1/3	7	0	5	0	4	3	3	1.89
8	윤성환	삼성	4.35	28	11	10	0	0	0.524	180	202	25	41	13	85	95	87	1.35
9	차우찬	삼성	4.73	24	12	6	0	0	0.667	152 1/3	168	16	65	8	120	87	80	1.53
10	김대우	삼성	5.05	67	6	0	0	11	1.000	66	82	8	19	6	37	39	37	1.53
11	장필준	삼성	5.13	56	4	6	4	9	0.400	72	82	9	26	5	57	42	41	1.50
12	임대한	삼성	5.14	26	0	1	0	0	0.000	28	33	2	14	2	13	18	16	1.68
13	웹스터	삼성	5.70	12	4	4	0	0	0.500	71	72	10	47	3	59	48	45	1.68
14	백정현	삼성	5.77	70	6	3	0	9	0.667	68 2/3	73	9	30	2	77	44	44	1.50
15	안지만	삼성	5.79	31	2	5	5	5	0.286	37 1/3	44	9	15	4	41	26	24	1.58
16	정인욱	삼성	6.81	27	4	7	0	0	0.364	111	138	19	62	8	70	92	84	1.80
17	장원삼	삼성	7.01	26	5	8	0	2	0.385	78 1/3	114	16	23	2	53	69	61	1.75
18	김기태	삼성	7.08	17	4	4	0	0	0.500	75	94	20	22	10	34	61	59	1.55
19	박근홍	삼성	7.46	60	0	2	0	9	0.000	41	42	5	27	4	40	34	34	1.68
20	플란데	삼성	7.60	13	2	6	0	0	0.250	68 2/3	92	13	33	1	56	66	58	1.82
21	김동호	삼성	7.64	33	0	1	0	2	0.000	33	46	5	14	3	21	28	28	1.82
22	벨레스터	삼성	8.03	3	0	3	0	0	0.000	12 1/3	20	1	12	0	5	14	11	2.59
23	레온	삼성	11.25	2	0	1	0	0	0.000	8	16	2	1	1	7	10	10	2.13
24	최충연	삼성	12.91	3	0	2	0	0	0.000	7 2/3	11	2	11	0	6	11	11	2.87
25	조현근	삼성	13.50	3	0	0	0	0	-	5 1/3	12	2	3	1	5	8	8	2.81
26	임현준	삼성	36.00	2	0	0	0	0	-	1	4	1	0	1	0	4	4	4.00
1	정우람	한화	3.33	61	8	5	16	1	0.615	81	64	7	26	4	85	33	30	1.11
2	권혁	한화	3.87	66	6	2	3	13	0.750	95 1/3	93	5	42	7	77	45	41	1.42
3	로저스	한화	4.30	6	2	3	0	0	0.400	37 2/3	42	3	12	2	24	22	18	1.43
4	장민재	한화	4.68	48	6	6	0	1	0.500	119 1/3	133	15	67	4	92	66	62	1.68
5	정대훈	한화	4.89	36	1	0	0	0	1.000	38 2/3	47	3	10	1	26	24	21	1.47
6	이태양	한화	4.97	29	5	8	1	0	0.385	112 1/3	128	15	62	3	60	66	62	1.69
7	송창식	한화	4.98	66	8	5	0	8	0.615	97 2/3	97	10	45	10	77	61	54	1.45
8	송신영	한화	5.02	11	0	1	0	0	0.000	14 1/3	24	1	2	1	7	8	8	1.81
9	송창현	한화	5.06	11	0	0	0	0	-	10 2/3	9	0	6	0	11	6	6	1.41
10	이동걸	한화	5.40	5	0	0	0	0	-	5	6	2	2	0	1	3	3	1.60
11	박정진	한화	5.57	77	4	4	0	6	0.500	84	96	11	33	2	85	58	52	1.54
12	심수창	한화	5.96	66	5	5	2	6	0.500	113 1/3	138	14	58	4	76	86	75	1.73
13	이재우	한화	6.04	15	0	1	0	0	0.000	25 1/3	34	9	14	3	18	20	17	1.89
14	서캠프	한화	6.31	17	2	5	1	0	0.286	41 1/3	54	5	17	5	36	32	29	1.72
15	송은범	한화	6.42	30	2	11	0	1	0.154	122	159	13	49	5	85	95	87	1.70
16	카스티요	한화	6.43	20	7	4	0	0	0.636	84	106	7	40	10	60	62	60	1.74
17	윤규진	한화	6.82	41	7	7	1	3	0.500	100 1/3	125	19	54	8	74	78	76	1.78
18	정재원	한화	7.59	14	0	0	0	0	-	21 1/3	28	2	9	1	16	19	18	1.73
19	김경태	한화	7.71	10	0	0	0	0	-	11 2/3	17	2	9	0	12	10	10	2.23
20	마에스트리	한화	9.42	9	2	2	0	0	0.500	28 2/3	37	4	34	1	23	37	30	2.48
21	김범수	한화	9.53	5	1	0	0	0	1.000	5 2/3	6	1	6	1	5	6	6	2.12
22	김용주	한화	9.77	17	0	2	0	0	0.000	15 2/3	19	2	15	0	12	18	17	2.17
23	김재영	한화	10.32	11	0	0	0	0	-	11 1/3	18	2	8	3	4	14	13	2.29
24	김민우	한화	15.83	5	0	3	0	0	0.000	9 2/3	21	2	8	0	7	18	17	3.00
25	안영명	한화	20.25	2	0	1	0	0	0.000	2 2/3	9	0	4	0	1	10	6	4.88
26	황재규	한화	24.55	2	0	0	0	0	-	3 2/3	10	1	2	1	2	11	10	3.27
1	윤석민	KIA	3.19	16	2	2	1	6	0.500	31	36	1	8	5	26	14	11	1.42
2	헥터	KIA	3.40	31	15	5	0	0	0.750	206 2/3	211	7	51	6	139	88	78	1.27
3	최영필	KIA	3.61	54	4	3	2	10	0.571	57 1/3	74	6	8	3	54	26	23	1.43
4	양현종	KIA	3.68	31	10	12	0	0	0.455	200 1/3	191	19	77	2	146	96	82	1.34
5	임창용	KIA	4.37	34	3	3	15	0	0.500	35	45	5	10	1	38	18	17	1.57
6	김진우	KIA	4.80	11	2	1	0	2	0.667	15	16	3	5	2	10	8	8	1.40
7	김명찬	KIA	4.85	11	0	0	0	1	-	13	17	1	4	1	10	7	7	1.62
8	한승혁	KIA	4.86	36	3	2	1	9	0.600	33 1/3	36	3	19	2	31	21	18	1.65
9	홍건희	KIA	4.98	50	4	4	4	5	0.500	90 1/3	103	10	41	1	83	53	50	1.59
10	김광수	KIA	5.16	54	2	6	7	14	0.250	52 1/3	67	5	22	0	39	31	30	1.70
11	지크	KIA	5.27	30	10	13	0	0	0.435	152	188	16	68	5	125	104	89	1.68
12	김윤동	KIA	5.43	31	0	3	2	2	0.000	53	48	9	38	3	47	33	32	1.62
13	정동현	KIA	6.00	9	1	2	0	0	0.333	18	20	2	6	2	4	13	12	1.44
14	임기준	KIA	6.03	19	0	2	1	1	0.000	31 1/3	37	2	33	4	15	23	21	2.23
15	고효준	KIA	6.07	24	0	2	0	2	0.000	46	54	6	29	2	52	39	31	1.80
16	박준표	KIA	6.27	46	4	0	0	5	1.000	51 2/3	60	4	22	8	33	39	36	1.59
17	심동섭	KIA	6.45	54	5	2	1	13	0.714	37 2/3	45	5	21	4	33	30	27	1.75
18	한기주	KIA	7.62	29	4	3	1	1	0.571	56 2/3	81	11	30	5	27	48	48	1.96
19	정용운	KIA	7.89	12	0	1	0	0	0.000	21 2/3	31	1	20	0	12	21	19	2.35
20	곽정철	KIA	7.90	27	0	1	2	1	0.000	27 1/3	34	3	22	2	16	24	24	2.05
21	배힘찬	KIA	7.94	3	0	0	1	0	-	5 2/3	7	1	3	0	2	6	5	1.76
22	전상현	KIA	8.10	8	0	2	0	1	0.000	13 1/3	19	3	8	0	11	13	12	2.03
23	이준영	KIA	8.66	13	0	2	0	1	0.000	17 2/3	22	4	11	0	7	17	17	1.87
24	유창식	KIA	20.25	1	0	0	0	0	-	1 1/3	2	1	6	0	0	3	3	6.00
1	홍성무	KT	4.00	8	0	0	0	0	-	9	11	2	1	0	12	6	4	1.33
2	배우열	KT	4.02	36	1	1	1	4	0.500	40 1/3	47	2	18	0	29	21	18	1.61
3	피어밴드	KT	4.45	31	7	13	0	0	0.350	182	231	23	48	10	144	97	90	1.53
4	김재윤	KT	4.97	52	8	1	14	1	0.889	54 1/3	61	6	15	1	73	31	30	1.40
5	주권	KT	5.10	28	6	8	0	0	0.429	134	162	14	44	5	63	80	76	1.54
6	이창재	KT	5.13	47	3	1	1	2	0.750	40 1/3	48	6	15	2	38	24	23	1.56
7	박세진	KT	5.14	7	0	2	0	0	0.000	21	24	5	13	0	8	13	12	1.76
8	마리몬	KT	5.23	12	6	4	0	0	0.600	62	60	3	29	6	45	38	36	1.44
9	김사율	KT	5.34	25	0	1	1	1	0.000	30 1/3	29	4	17	2	27	20	18	1.52
10	심재민	KT	5.47	59	2	3	0	7	0.400	54 1/3	75	4	24	5	30	36	33	1.82
11	고영표	KT	5.59	53	2	4	0	5	0.333	56 1/3	65	6	19	10	62	38	35	1.49
12	정성곤	KT	5.83	28	0	7	0	0	0.000	66 1/3	72	4	33	6	46	52	43	1.58
13	밴와트	KT	5.95	28	6	13	0	0	0.316	134 2/3	172	21	49	4	92	103	89	1.64
14	안상빈	KT	6.00	11	0	0	0	0	-	12	11	2	9	2	12	8	8	1.67
15	홍성용	KT	6.02	67	2	2	2	12	0.500	46 1/3	66	8	19	4	33	32	31	1.83
16	로위	KT	6.30	14	3	6	0	0	0.333	60	74	6	39	5	68	46	42	1.88
17	장시환	KT	6.33	40	3	12	6	3	0.200	75 1/3	93	7	43	9	67	62	53	1.81
18	김민수	KT	6.75	7	0	0	1	0	-	8	14	1	3	0	6	6	6	2.13
18	엄상백	KT	6.75	52	1	5	1	8	0.167	73 1/3	93	8	40	4	57	61	55	1.81
18	윤근영	KT	6.75	3	0	0	0	0	-	4	6	0	5	1	1	6	3	2.75
21	피노	KT	7.15	12	2	3	0	1	0.400	39	62	4	15	4	23	36	31	1.97
22	정대현	KT	7.29	22	4	10	0	0	0.286	91 1/3	115	13	44	5	57	82	74	1.74
23	이상화	KT	7.99	16	0	0	0	0	-	32 2/3	55	7	10	0	24	32	29	1.99
24	조무근	KT	8.61	38	2	0	0	4	1.000	38 2/3	59	5	27	3	31	37	37	2.22
25	최원재	KT	8.68	10	0	0	0	0	-	9 1/3	12	1	4	0	11	9	9	1.71
26	류희운	KT	10.80	5	0	0	0	0	-	8 1/3	13	1	3	0	3	10	10	1.92
27	채선관	KT	27.00	1	0	0	0	0	-	1/3	2	0	2	0	0	1	1	12.00
1	이영재	LG	-	1	0	0	0	0	-	0	2	1	2	0	0	4	4	-
1	전인환	LG	0.00	5	0	0	0	0	-	6 1/3	4	0	3	1	5	0	0	1.11
3	허프	LG	3.13	13	7	2	0	1	0.778	74 2/3	72	2	9	1	46	34	26	1.08
4	정찬헌	LG	3.38	6	0	0	0	0	-	8	7	0	3	1	4	3	3	1.25
5	김지용	LG	3.57	51	3	4	0	17	0.429	63	52	9	18	5	56	25	25	1.11
6	임정우	LG	3.82	67	3	8	28	0	0.273	70 2/3	73	5	36	6	87	31	30	1.54
7	류제국	LG	4.30	29	13	11	0	0	0.542	161 1/3	152	14	70	21	138	83	77	1.38
8	최동환	LG	4.41	26	2	0	1	0	1.000	34 2/3	30	2	15	4	22	18	17	1.30
9	진해수	LG	4.67	75	0	4	1	17	0.000	54	57	5	37	2	54	30	28	1.74
10	우규민	LG	4.91	28	6	11	0	1	0.353	132	166	16	36	18	81	89	72	1.53
11	봉중근	LG	4.95	19	1	0	0	2	1.000	36 1/3	41	4	22	2	20	23	20	1.73
12	신승현	LG	4.96	49	3	1	1	9	0.750	45 1/3	41	3	24	4	31	26	25	1.43
13	소사	LG	5.16	33	10	9	0	0	0.526	199	258	12	38	9	107	121	114	1.49
14	김대현	LG	5.40	1	0	0	0	0	-	1 2/3	3	0	0	1	0	2	1	1.80
14	이동현	LG	5.40	46	4	3	2	5	0.571	43 1/3	54	5	14	3	38	26	26	1.57
16	이승현	LG	5.49	38	3	1	0	3	0.750	41	46	5	23	4	29	28	25	1.68
17	코프랜드	LG	5.54	13	2	3	0	0	0.400	63 1/3	71	8	42	7	34	53	39	1.78
18	이준형	LG	6.18	25	2	6	0	0	0.250	71 1/3	84	4	45	4	35	54	49	1.81
19	배민관	LG	6.35	2	0	0	0	0	-	5 2/3	5	3	1	0	1	4	4	1.06
20	유원상	LG	6.38	19	2	1	0	1	0.667	24	31	3	13	2	15	18	17	1.83
21	임찬규	LG	6.51	15	3	3	0	1	0.500	47	46	6	32	6	38	35	34	1.66
22	윤지웅	LG	6.55	59	4	2	0	11	0.667	44	48	4	18	4	37	33	32	1.50
23	유경국	LG	6.75	2	0	0	0	0	-	5 1/3	7	1	4	0	0	4	4	2.06
24	최성훈	LG	7.15	28	2	1	0	4	0.667	22 2/3	35	1	11	0	8	22	18	2.03
25	정현욱	LG	7.29	17	1	0	1	3	1.000	21	22	4	10	4	18	19	17	1.52
26	유재유	LG	13.50	7	0	1	0	0	0.000	6 2/3	10	2	7	0	3	10	10	2.55
27	장진용	LG	20.25	2	0	0	0	0	-	5 1/3	9	3	6	0	2	12	12	2.81
1	박민석	NC	1.66	21	0	0	1	3	-	21 2/3	10	2	11	6	27	4	4	0.97
2	최성영	NC	1.93	7	0	0	0	0	-	4 2/3	8	0	2	0	4	1	1	2.14
3	임창민	NC	2.57	65	1	3	26	6	0.250	70	61	5	30	5	91	22	20	1.30
4	김선규	NC	2.93	17	1	0	0	0	1.000	15 1/3	20	1	8	1	6	6	5	1.83
5	원종현	NC	3.18	54	3	3	3	17	0.500	70 2/3	51	4	18	3	75	26	25	0.98
6	해커	NC	3.45	23	13	3	0	0	0.813	140 2/3	132	14	31	10	119	57	54	1.16
7	배재환	NC	4.09	11	1	1	0	0	0.500	22	17	1	9	0	15	11	10	1.18
8	구창모	NC	4.19	39	4	1	0	1	0.800	68 2/3	61	9	37	2	67	32	32	1.43
9	이태양	NC	4.21	10	2	2	0	0	0.500	47	44	7	26	8	27	22	22	1.49
10	장현식	NC	4.48	37	1	3	0	1	0.250	76 1/3	68	5	43	2	59	40	38	1.45
11	김진성	NC	4.48	69	6	8	1	14	0.429	84 1/3	79	15	16	2	100	44	42	1.13
12	스튜어트	NC	4.56	27	12	8	0	0	0.600	150	160	11	55	8	118	79	76	1.43
13	이재학	NC	4.58	26	12	4	0	0	0.750	127 2/3	140	19	54	6	134	72	65	1.52
14	최금강	NC	5.00	52	11	4	2	4	0.733	108	123	13	36	8	84	65	60	1.47
15	임정호	NC	5.40	42	1	1	1	7	0.500	23 1/3	25	0	11	6	29	17	14	1.54
16	이민호	NC	5.51	45	9	9	2	3	0.500	130 2/3	159	18	55	6	102	90	80	1.64
17	임서준	NC	5.68	2	0	1	0	0	0.000	6 1/3	10	0	3	0	4	5	4	2.05
18	민성기	NC	6.04	25	2	0	0	1	1.000	28 1/3	33	2	15	4	18	20	19	1.69
19	정수민	NC	6.19	15	3	3	0	0	0.500	48	59	4	29	5	31	34	33	1.83
20	박준영	NC	6.95	32	1	3	0	5	0.250	33 2/3	37	4	18	3	33	31	26	1.63
21	박상혁	NC	7.71	2	0	0	0	0	-	2 1/3	3	1	3	0	3	2	2	2.57
22	강장산	NC	11.57	3	0	1	0	0	0.000	2 1/3	3	2	3	0	1	3	3	2.57
23	김학성	NC	14.54	4	0	0	0	0	-	4 1/3	11	0	3	1	0	7	7	
1	전병두	SK	0.00	1	0	0	0	0	-	1/3	0	0	0	0	0	0	0	0.00
1	조한욱	SK	0.00	2	0	0	0	0	-	2 1/3	1	0	4	0	2	0	0	2.14
3	박희수	SK	3.29	51	4	5	26	0	0.444	54 2/3	43	3	26	5	37	23	20	1.26
4	켈리	SK	3.68	31	9	8	0	0	0.529	200 1/3	205	15	60	7	152	91	82	1.32
5	김광현	SK	3.88	27	11	8	0	1	0.579	137	139	17	41	6	116	68	59	1.31
6	김주한	SK	4.25	39	3	1	1	2	0.750	59 1/3	62	6	14	4	50	28	28	1.28
7	김태훈	SK	4.30	15	0	1	0	0	0.000	14 2/3	15	1	12	1	9	7	7	1.84
8	채병용	SK	4.30	68	6	3	2	9	0.667	83 2/3	77	9	29	3	67	43	40	1.27
9	서진용	SK	4.73	25	0	0	0	3	-	26 2/3	26	3	13	2	30	16	14	1.46
10	정영일	SK	4.74	21	1	0	0	1	1.000	24 2/3	16	3	12	3	18	13	13	1.14
11	윤희상	SK	4.84	23	9	6	0	0	0.600	122 2/3	143	18	44	6	74	69	66	1.52
12	박민호	SK	4.91	32	0	1	0	3	0.000	36 2/3	40	4	9	4	18	20	20	1.34
13	이정담	SK	5.06	6	0	0	0	0	-	5 1/3	6	1	2	0	0	3	3	1.50
14	전유수	SK	5.13	46	2	4	0	3	0.333	54 1/3	67	6	29	0	45	38	31	1.77
15	세든	SK	5.37	12	5	5	0	0	0.500	62	76	8	17	1	43	52	37	1.50
16	박정배	SK	5.40	49	2	3	2	11	0.400	51 2/3	55	6	17	3	26	34	31	1.39
17	신재웅	SK	5.50	35	0	1	0	4	0.000	18	16	4	17	3	17	12	11	1.83
18	박종훈	SK	5.66	28	8	13	0	0	0.381	140	141	17	91	23	104	102	88	1.66
19	김승회	SK	5.92	23	1	1	0	4	0.500	24 1/3	29	4	9	0	19	16	16	1.56
20	문승원	SK	6.64	20	4	4	0	0	0.500	63 2/3	86	12	33	3	49	52	47	1.87
21	라라	SK	6.70	17	2	6	0	1	0.250	48 1/3	66	5	30	1	40	46	36	1.99
22	문광은	SK	9.53	17	1	1	0	1	0.500	17	30	6	7	0	13	18	18	2.18
23	임준혁	SK	10.06	12	2	6	0	0	0.250	34	57	6	10	2	20	41	38	1.97
24	이건욱	SK	27.00	1	0	0	0	0	-	2/3	2	0	0	0	1	2	2	3.00
